Customer_ID,Signup_Date,Signup_Month,Region,Plan,Acquisition_Channel,Monthly_Fee,Tenure_Months,Support_Tickets,Usage_Score,Payment_Issues,Discount_Used,Churned,Churn_Date,Churn_Reason,Customer_Lifetime_Value
CUST-0715,2025-09-24,2025-09,Asia-Pacific,Pro,Partner,49,2,2,48,No,No,Yes,2025-10-22,Low product usage,98
CUST-0716,2025-10-07,2025-10,Middle East,Pro,Organic Search,49,3,2,79,No,No,No,,,147
CUST-0717,2025-06-07,2025-06,Asia-Pacific,Basic,Referral,19,7,1,39,No,No,No,,,133
CUST-0718,2025-11-01,2025-11,Europe,Basic,Organic Search,19,2,1,32,No,No,No,,,38
CUST-0719,2025-02-20,2025-02,Asia-Pacific,Enterprise,Organic Search,149,7,0,55,No,No,Yes,2025-08-18,Switched competitor,1043
CUST-0720,2025-04-19,2025-04,Europe,Basic,Paid Ads,19,7,2,74,Yes,No,Yes,2025-10-16,Payment issue,133
CUST-0721,2025-09-17,2025-09,Asia-Pacific,Basic,Organic Search,19,4,3,27,No,Yes,Yes,2025-12-13,Poor support experience,76
CUST-0722,2025-09-23,2025-09,Europe,Pro,Paid Ads,49,4,5,53,No,No,No,,,196
CUST-0723,2025-10-23,2025-10,Asia-Pacific,Basic,Paid Ads,19,3,2,36,No,Yes,Yes,2025-12-31,Missing features,57
CUST-0724,2025-07-20,2025-07,Middle East,Pro,Organic Search,49,5,0,53,No,Yes,Yes,2025-11-20,Switched competitor,245
CUST-0725,2025-02-10,2025-02,North America,Pro,Referral,49,10,3,65,No,No,Yes,2025-11-03,Switched competitor,490
CUST-0726,2025-11-18,2025-11,Asia-Pacific,Basic,Social Media,19,2,4,81,Yes,Yes,Yes,2025-12-31,Payment issue,38
CUST-0727,2025-07-05,2025-07,North America,Enterprise,Organic Search,149,6,1,58,No,No,No,,,894
CUST-0728,2025-06-02,2025-06,North America,Basic,Referral,19,7,1,52,No,No,No,,,133
CUST-0729,2025-01-16,2025-01,Europe,Pro,Social Media,49,3,2,84,No,Yes,Yes,2025-03-14,Price too high,147
CUST-0730,2025-09-04,2025-09,North America,Basic,Referral,19,4,1,38,No,No,No,,,76
CUST-0731,2025-05-24,2025-05,North America,Enterprise,Social Media,149,8,0,70,No,No,No,,,1192
CUST-0732,2025-06-30,2025-06,Middle East,Basic,Organic Search,19,7,2,59,No,No,Yes,2025-12-24,Payment issue,133
CUST-0733,2025-08-08,2025-08,Europe,Pro,Organic Search,49,3,1,53,No,Yes,Yes,2025-10-07,Price too high,147
CUST-0734,2025-10-18,2025-10,Asia-Pacific,Pro,Referral,49,3,0,84,No,Yes,No,,,147
CUST-0735,2025-12-10,2025-12,Asia-Pacific,Basic,Paid Ads,19,1,2,39,No,Yes,No,,,19
CUST-0736,2025-09-13,2025-09,North America,Basic,Organic Search,19,2,0,62,No,Yes,Yes,2025-10-08,Missing features,38
CUST-0737,2025-10-22,2025-10,Asia-Pacific,Enterprise,Organic Search,149,2,1,60,No,No,Yes,2025-11-26,Price too high,298
CUST-0738,2025-08-29,2025-08,Asia-Pacific,Basic,Referral,19,5,1,84,No,No,No,,,95
CUST-0739,2025-11-25,2025-11,North America,Enterprise,Paid Ads,149,2,0,73,Yes,Yes,Yes,2025-12-25,Payment issue,298
CUST-0740,2025-08-12,2025-08,North America,Basic,Referral,19,3,3,24,No,Yes,Yes,2025-10-06,Price too high,57
CUST-0741,2025-06-05,2025-06,North America,Basic,Referral,19,3,2,41,Yes,Yes,Yes,2025-08-01,Poor support experience,57
CUST-0742,2025-07-31,2025-07,Middle East,Pro,Paid Ads,49,6,1,88,No,No,No,,,294
CUST-0743,2025-05-05,2025-05,Middle East,Pro,Organic Search,49,4,4,90,Yes,Yes,Yes,2025-08-31,Payment issue,196
CUST-0744,2025-09-28,2025-09,North America,Basic,Partner,19,2,1,29,No,Yes,Yes,2025-10-28,Low product usage,38
CUST-0745,2025-08-20,2025-08,Europe,Enterprise,Social Media,149,5,1,89,No,No,No,,,745
CUST-0746,2025-05-04,2025-05,Europe,Basic,Organic Search,19,8,0,58,No,Yes,No,,,152
CUST-0747,2025-01-26,2025-01,Middle East,Pro,Paid Ads,49,8,1,85,No,No,Yes,2025-08-19,Missing features,392
CUST-0748,2025-05-03,2025-05,North America,Basic,Organic Search,19,8,0,35,No,Yes,No,,,152
CUST-0749,2025-01-02,2025-01,Europe,Basic,Referral,19,2,1,57,No,Yes,Yes,2025-02-28,Low product usage,38
CUST-0750,2025-08-22,2025-08,North America,Basic,Paid Ads,19,5,1,64,No,Yes,No,,,95
CUST-0751,2025-09-08,2025-09,Europe,Enterprise,Organic Search,149,4,3,78,No,No,No,,,596
CUST-0752,2025-06-21,2025-06,Middle East,Basic,Partner,19,7,2,75,No,Yes,No,,,133
CUST-0753,2025-02-27,2025-02,Europe,Basic,Referral,19,4,2,69,No,No,Yes,2025-05-02,Poor support experience,76
CUST-0754,2025-08-09,2025-08,Middle East,Basic,Organic Search,19,5,3,47,No,No,No,,,95
CUST-0755,2025-05-16,2025-05,North America,Enterprise,Paid Ads,149,8,0,52,No,No,No,,,1192
CUST-0756,2025-02-26,2025-02,Europe,Enterprise,Referral,149,6,0,78,No,No,Yes,2025-07-21,Price too high,894
CUST-0757,2025-10-31,2025-10,Europe,Basic,Organic Search,19,3,0,82,Yes,Yes,No,,,57
CUST-0758,2025-10-15,2025-10,North America,Basic,Organic Search,19,3,3,54,No,Yes,No,,,57
CUST-0759,2025-12-14,2025-12,Europe,Pro,Partner,49,1,2,76,No,No,No,,,49
CUST-0760,2025-12-14,2025-12,Asia-Pacific,Enterprise,Organic Search,149,1,1,62,No,No,No,,,149
CUST-0761,2025-06-02,2025-06,Middle East,Pro,Paid Ads,49,7,0,93,No,Yes,No,,,343
CUST-0762,2025-07-30,2025-07,Asia-Pacific,Basic,Organic Search,19,6,2,47,Yes,No,No,,,114
CUST-0763,2025-01-28,2025-01,Europe,Pro,Paid Ads,49,2,4,69,No,No,Yes,2025-02-22,Missing features,98
CUST-0764,2025-11-29,2025-11,Europe,Basic,Social Media,19,2,0,43,No,Yes,No,,,38
CUST-0765,2025-01-28,2025-01,Europe,Pro,Referral,49,9,2,66,No,No,Yes,2025-09-22,Missing features,441
CUST-0766,2025-03-03,2025-03,North America,Basic,Organic Search,19,10,3,58,No,No,No,,,190
CUST-0767,2025-03-16,2025-03,North America,Pro,Social Media,49,10,1,58,No,No,No,,,490
CUST-0768,2025-08-06,2025-08,North America,Basic,Organic Search,19,5,0,70,Yes,No,No,,,95
CUST-0769,2025-08-23,2025-08,Asia-Pacific,Basic,Paid Ads,19,3,3,38,No,No,Yes,2025-10-27,Low product usage,57
CUST-0770,2025-12-02,2025-12,North America,Pro,Referral,49,1,2,53,No,No,No,,,49
CUST-0771,2025-11-27,2025-11,Asia-Pacific,Basic,Referral,19,2,3,80,No,No,No,,,38
CUST-0772,2025-10-29,2025-10,North America,Enterprise,Referral,149,3,0,79,No,No,No,,,447
CUST-0773,2025-09-01,2025-09,North America,Basic,Social Media,19,4,4,39,Yes,No,No,,,76
CUST-0774,2025-02-01,2025-02,North America,Pro,Social Media,49,11,3,81,No,No,No,,,539
CUST-0775,2025-03-24,2025-03,Europe,Basic,Social Media,19,2,2,57,No,Yes,Yes,2025-04-20,Switched competitor,38
CUST-0776,2025-07-04,2025-07,Europe,Pro,Social Media,49,6,0,90,No,No,No,,,294
CUST-0777,2025-10-14,2025-10,Asia-Pacific,Pro,Paid Ads,49,3,0,42,No,Yes,Yes,2025-12-15,Low product usage,147
CUST-0778,2025-11-04,2025-11,North America,Pro,Social Media,49,2,1,100,No,No,No,,,98
CUST-0779,2025-05-28,2025-05,Europe,Basic,Social Media,19,3,3,46,No,Yes,Yes,2025-07-29,Switched competitor,57
CUST-0780,2025-05-15,2025-05,North America,Pro,Paid Ads,49,6,2,100,Yes,No,Yes,2025-10-14,Price too high,294
CUST-0781,2025-10-16,2025-10,Middle East,Enterprise,Social Media,149,3,4,87,No,No,Yes,2025-12-18,Poor support experience,447
CUST-0782,2025-03-08,2025-03,North America,Basic,Organic Search,19,4,0,53,No,No,Yes,2025-06-01,Price too high,76
CUST-0783,2025-04-11,2025-04,Asia-Pacific,Pro,Referral,49,9,1,45,Yes,No,No,,,441
CUST-0784,2025-08-12,2025-08,North America,Enterprise,Organic Search,149,3,2,77,No,No,Yes,2025-10-06,Switched competitor,447
CUST-0785,2025-05-08,2025-05,North America,Pro,Organic Search,49,8,1,72,No,No,No,,,392
CUST-0786,2025-09-11,2025-09,Asia-Pacific,Pro,Social Media,49,4,2,52,No,No,No,,,196
CUST-0787,2025-06-13,2025-06,Europe,Pro,Organic Search,49,3,3,51,No,No,Yes,2025-08-15,Price too high,147
CUST-0788,2025-10-11,2025-10,Europe,Basic,Social Media,19,3,4,93,No,No,Yes,2025-12-12,Payment issue,57
CUST-0789,2025-05-19,2025-05,Europe,Basic,Social Media,19,4,3,62,No,No,Yes,2025-08-15,Low product usage,76
CUST-0790,2025-12-04,2025-12,North America,Basic,Organic Search,19,1,1,50,Yes,No,No,,,19
CUST-0791,2025-05-15,2025-05,Europe,Pro,Social Media,49,8,0,96,No,No,No,,,392
CUST-0792,2025-10-01,2025-10,Europe,Basic,Referral,19,3,1,53,No,No,Yes,2025-12-31,Switched competitor,57
CUST-0793,2025-02-13,2025-02,Middle East,Enterprise,Organic Search,149,5,0,73,No,No,Yes,2025-06-12,Missing features,745
CUST-0794,2025-06-14,2025-06,Asia-Pacific,Pro,Paid Ads,49,6,1,68,Yes,No,Yes,2025-11-15,Payment issue,294
CUST-0795,2025-02-02,2025-02,North America,Basic,Social Media,19,11,2,76,No,Yes,No,,,209
CUST-0796,2025-05-13,2025-05,North America,Enterprise,Social Media,149,2,2,57,Yes,No,Yes,2025-06-15,Poor support experience,298
CUST-0797,2025-09-19,2025-09,North America,Basic,Referral,19,3,3,31,Yes,No,Yes,2025-11-22,Poor support experience,57
CUST-0798,2025-06-21,2025-06,Asia-Pacific,Enterprise,Paid Ads,149,3,2,70,Yes,No,Yes,2025-08-24,Price too high,447
CUST-0799,2025-11-08,2025-11,North America,Basic,Referral,19,2,2,23,No,No,No,,,38
CUST-0800,2025-12-03,2025-12,Europe,Pro,Partner,49,1,2,71,No,No,No,,,49
CUST-0801,2025-10-22,2025-10,Middle East,Pro,Paid Ads,49,3,3,93,No,No,No,,,147
CUST-0802,2025-04-10,2025-04,North America,Pro,Organic Search,49,9,1,98,No,No,No,,,441
CUST-0803,2025-12-01,2025-12,North America,Basic,Social Media,19,1,2,88,No,No,No,,,19
CUST-0804,2025-07-28,2025-07,Middle East,Pro,Referral,49,6,2,52,No,No,No,,,294
CUST-0805,2025-08-21,2025-08,North America,Basic,Organic Search,19,2,0,41,No,Yes,Yes,2025-09-21,Price too high,38
CUST-0806,2025-03-27,2025-03,North America,Enterprise,Social Media,149,4,3,56,No,No,Yes,2025-06-25,Missing features,596
CUST-0807,2025-11-12,2025-11,Middle East,Basic,Organic Search,19,2,4,33,No,No,No,,,38
CUST-0808,2025-09-02,2025-09,Middle East,Pro,Referral,49,2,0,50,No,Yes,Yes,2025-10-06,Low product usage,98
CUST-0809,2025-11-29,2025-11,North America,Basic,Organic Search,19,2,2,40,No,Yes,Yes,2025-12-31,Payment issue,38
CUST-0810,2025-10-24,2025-10,Asia-Pacific,Basic,Organic Search,19,3,0,75,No,Yes,No,,,57
CUST-0811,2025-08-09,2025-08,Europe,Basic,Referral,19,5,3,63,Yes,No,No,,,95
CUST-0812,2025-02-24,2025-02,Middle East,Enterprise,Organic Search,149,6,1,100,No,Yes,Yes,2025-07-19,Low product usage,894
CUST-0813,2025-05-25,2025-05,Europe,Enterprise,Referral,149,8,0,71,No,No,No,,,1192
CUST-0814,2025-03-01,2025-03,Asia-Pacific,Enterprise,Social Media,149,7,1,82,No,No,Yes,2025-09-23,Switched competitor,1043
CUST-0815,2025-09-24,2025-09,Asia-Pacific,Basic,Referral,19,4,2,51,No,Yes,No,,,76
CUST-0816,2025-05-16,2025-05,Europe,Basic,Organic Search,19,8,1,55,No,Yes,Yes,2025-12-31,Missing features,152
CUST-0817,2025-11-20,2025-11,Middle East,Pro,Paid Ads,49,2,1,58,No,No,No,,,98
CUST-0818,2025-11-19,2025-11,Europe,Basic,Paid Ads,19,2,2,60,No,No,No,,,38
CUST-0819,2025-06-16,2025-06,Europe,Basic,Organic Search,19,2,4,47,No,No,Yes,2025-07-18,Payment issue,38
CUST-0820,2025-09-08,2025-09,Middle East,Pro,Organic Search,49,4,1,80,No,No,No,,,196
CUST-0821,2025-08-15,2025-08,North America,Basic,Organic Search,19,5,1,56,No,Yes,No,,,95
CUST-0822,2025-02-26,2025-02,Middle East,Enterprise,Paid Ads,149,11,0,73,No,No,No,,,1639
CUST-0823,2025-04-28,2025-04,North America,Basic,Paid Ads,19,7,0,66,No,Yes,Yes,2025-10-24,Low product usage,133
CUST-0824,2025-04-28,2025-04,Middle East,Pro,Organic Search,49,5,1,35,No,No,Yes,2025-08-29,Missing features,245
CUST-0825,2025-08-01,2025-08,Middle East,Basic,Paid Ads,19,5,2,51,No,No,No,,,95
CUST-0826,2025-06-04,2025-06,North America,Basic,Organic Search,19,7,1,38,No,Yes,Yes,2025-12-31,Missing features,133
CUST-0827,2025-07-10,2025-07,Middle East,Pro,Paid Ads,49,6,1,66,No,No,No,,,294
CUST-0828,2025-10-15,2025-10,Asia-Pacific,Basic,Paid Ads,19,3,2,64,No,No,No,,,57
CUST-0829,2025-09-10,2025-09,North America,Basic,Paid Ads,19,2,2,67,No,No,Yes,2025-10-08,Poor support experience,38
CUST-0830,2025-09-08,2025-09,North America,Pro,Referral,49,4,0,93,No,No,No,,,196
CUST-0831,2025-07-12,2025-07,North America,Basic,Paid Ads,19,6,2,63,No,Yes,No,,,114
CUST-0832,2025-08-03,2025-08,North America,Basic,Paid Ads,19,5,1,94,No,No,No,,,95
CUST-0833,2025-04-15,2025-04,Asia-Pacific,Pro,Paid Ads,49,9,0,55,No,No,No,,,441
CUST-0834,2025-01-03,2025-01,North America,Basic,Referral,19,2,1,51,Yes,No,Yes,2025-02-02,Payment issue,38
CUST-0835,2025-04-26,2025-04,North America,Basic,Organic Search,19,9,1,93,No,No,No,,,171
CUST-0836,2025-04-02,2025-04,North America,Basic,Social Media,19,9,0,38,No,No,No,,,171
CUST-0837,2025-02-16,2025-02,Middle East,Enterprise,Organic Search,149,11,1,76,No,No,No,,,1639
CUST-0838,2025-09-25,2025-09,North America,Basic,Referral,19,4,2,65,No,No,No,,,76
CUST-0839,2025-05-09,2025-05,Europe,Pro,Paid Ads,49,8,1,71,No,No,No,,,392
CUST-0840,2025-01-06,2025-01,Europe,Basic,Organic Search,19,3,1,46,No,No,Yes,2025-03-06,Price too high,57
CUST-0841,2025-05-21,2025-05,Europe,Pro,Partner,49,2,1,54,Yes,No,Yes,2025-06-22,Switched competitor,98
CUST-0842,2025-11-20,2025-11,North America,Basic,Social Media,19,2,1,36,Yes,No,No,,,38
CUST-0843,2025-12-28,2025-12,Asia-Pacific,Pro,Organic Search,49,1,0,84,Yes,No,Yes,2025-12-31,Payment issue,49
CUST-0844,2025-05-23,2025-05,North America,Enterprise,Referral,149,8,3,79,No,No,No,,,1192
CUST-0845,2025-12-09,2025-12,North America,Basic,Social Media,19,1,2,66,Yes,Yes,No,,,19
CUST-0846,2025-12-19,2025-12,North America,Basic,Social Media,19,1,2,53,No,No,No,,,19
CUST-0847,2025-10-18,2025-10,North America,Pro,Partner,49,3,4,89,No,Yes,Yes,2025-12-31,Poor support experience,147
CUST-0848,2025-04-22,2025-04,Europe,Pro,Social Media,49,9,2,62,No,No,No,,,441
CUST-0849,2025-04-07,2025-04,North America,Basic,Partner,19,9,2,74,Yes,No,No,,,171
CUST-0850,2025-10-19,2025-10,Middle East,Basic,Paid Ads,19,3,3,25,No,No,No,,,57
CUST-0851,2025-02-16,2025-02,North America,Basic,Organic Search,19,11,2,95,No,No,No,,,209
CUST-0852,2025-09-01,2025-09,Middle East,Basic,Organic Search,19,2,3,47,No,Yes,Yes,2025-10-05,Low product usage,38
CUST-0853,2025-10-22,2025-10,Middle East,Pro,Paid Ads,49,3,1,96,No,No,Yes,2025-12-19,Poor support experience,147
CUST-0854,2025-09-17,2025-09,Europe,Basic,Organic Search,19,4,0,43,Yes,Yes,No,,,76
CUST-0855,2025-10-18,2025-10,North America,Pro,Paid Ads,49,3,5,56,No,No,Yes,2025-12-31,Poor support experience,147
CUST-0856,2025-04-13,2025-04,North America,Enterprise,Organic Search,149,9,1,88,No,No,No,,,1341
CUST-0857,2025-12-09,2025-12,Europe,Basic,Organic Search,19,1,3,46,No,No,No,,,19
CUST-0858,2025-06-17,2025-06,Asia-Pacific,Enterprise,Referral,149,7,0,84,No,No,No,,,1043
CUST-0859,2025-01-01,2025-01,Middle East,Pro,Partner,49,8,1,60,No,No,Yes,2025-08-30,Price too high,392
CUST-0860,2025-07-23,2025-07,Asia-Pacific,Pro,Paid Ads,49,3,3,81,No,No,Yes,2025-09-21,Price too high,147
CUST-0861,2025-09-17,2025-09,Europe,Basic,Paid Ads,19,4,3,50,No,No,No,,,76
CUST-0862,2025-08-19,2025-08,Middle East,Basic,Referral,19,5,4,15,Yes,Yes,Yes,2025-12-12,Low product usage,95
CUST-0863,2025-12-29,2025-12,North America,Pro,Social Media,49,1,1,48,Yes,No,Yes,2025-12-31,Payment issue,49
CUST-0864,2025-01-26,2025-01,Middle East,Enterprise,Organic Search,149,4,0,88,No,No,Yes,2025-04-26,Low product usage,596
CUST-0865,2025-01-19,2025-01,Europe,Pro,Organic Search,49,12,1,54,Yes,Yes,No,,,588
CUST-0866,2025-02-09,2025-02,North America,Basic,Referral,19,11,1,22,Yes,No,Yes,2025-12-07,Switched competitor,209
CUST-0867,2025-04-09,2025-04,Asia-Pacific,Pro,Referral,49,9,0,60,No,Yes,Yes,2025-12-06,Switched competitor,441
CUST-0868,2025-12-14,2025-12,North America,Basic,Organic Search,19,1,2,29,No,No,No,,,19
CUST-0869,2025-11-22,2025-11,North America,Basic,Organic Search,19,2,1,60,No,No,No,,,38
CUST-0870,2025-11-22,2025-11,Europe,Pro,Paid Ads,49,2,0,62,No,No,No,,,98
CUST-0871,2025-09-13,2025-09,Middle East,Basic,Referral,19,4,2,59,No,No,No,,,76
CUST-0872,2025-09-29,2025-09,North America,Basic,Organic Search,19,4,2,51,No,Yes,Yes,2025-12-31,Missing features,76
CUST-0873,2025-09-09,2025-09,Europe,Enterprise,Paid Ads,149,4,0,100,No,No,No,,,596
CUST-0874,2025-07-25,2025-07,Europe,Pro,Organic Search,49,6,2,59,No,No,No,,,294
CUST-0875,2025-04-26,2025-04,Europe,Pro,Paid Ads,49,9,2,50,No,Yes,No,,,441
CUST-0876,2025-07-30,2025-07,North America,Basic,Organic Search,19,4,1,41,Yes,No,Yes,2025-10-02,Low product usage,76
CUST-0877,2025-10-19,2025-10,Middle East,Pro,Partner,49,3,3,71,No,No,No,,,147
CUST-0878,2025-08-23,2025-08,Asia-Pacific,Basic,Organic Search,19,5,4,39,No,No,No,,,95
CUST-0879,2025-05-04,2025-05,Asia-Pacific,Pro,Paid Ads,49,4,3,83,No,No,Yes,2025-08-27,Poor support experience,196
CUST-0880,2025-07-28,2025-07,Asia-Pacific,Enterprise,Social Media,149,6,2,84,No,No,Yes,2025-12-27,Payment issue,894
CUST-0881,2025-01-31,2025-01,Europe,Basic,Social Media,19,4,2,38,No,No,Yes,2025-04-28,Poor support experience,76
CUST-0882,2025-10-24,2025-10,North America,Pro,Organic Search,49,3,0,76,No,No,No,,,147
CUST-0883,2025-02-07,2025-02,Middle East,Basic,Social Media,19,5,2,38,No,No,Yes,2025-06-04,Price too high,95
CUST-0884,2025-05-28,2025-05,Asia-Pacific,Basic,Referral,19,8,1,39,No,No,No,,,152
CUST-0885,2025-05-12,2025-05,North America,Pro,Organic Search,49,8,1,90,No,No,No,,,392
CUST-0886,2025-06-10,2025-06,Europe,Pro,Partner,49,4,0,38,No,No,Yes,2025-09-06,Low product usage,196
CUST-0887,2025-04-25,2025-04,Middle East,Basic,Referral,19,3,2,63,No,No,Yes,2025-06-27,Switched competitor,57
CUST-0888,2025-04-14,2025-04,North America,Basic,Referral,19,4,3,48,No,No,Yes,2025-07-08,Low product usage,76
CUST-0889,2025-09-25,2025-09,North America,Basic,Referral,19,3,1,30,No,No,Yes,2025-11-28,Low product usage,57
CUST-0890,2025-05-23,2025-05,North America,Basic,Social Media,19,8,4,70,No,Yes,No,,,152
CUST-0891,2025-04-11,2025-04,Europe,Basic,Paid Ads,19,2,3,69,No,No,Yes,2025-05-12,Switched competitor,38
CUST-0892,2025-02-27,2025-02,Europe,Pro,Referral,49,11,0,54,No,No,No,,,539
CUST-0893,2025-12-14,2025-12,North America,Pro,Paid Ads,49,1,4,61,No,No,No,,,49
CUST-0894,2025-08-29,2025-08,North America,Basic,Social Media,19,5,1,47,No,No,No,,,95
CUST-0895,2025-06-07,2025-06,North America,Basic,Paid Ads,19,7,3,64,No,No,No,,,133
CUST-0896,2025-09-22,2025-09,Middle East,Enterprise,Social Media,149,4,1,61,No,No,No,,,596
CUST-0897,2025-07-01,2025-07,North America,Pro,Organic Search,49,2,0,56,Yes,No,Yes,2025-08-01,Poor support experience,98
CUST-0898,2025-03-13,2025-03,Middle East,Enterprise,Organic Search,149,10,0,64,No,No,No,,,1490
CUST-0899,2025-05-05,2025-05,Middle East,Basic,Partner,19,7,0,30,No,No,Yes,2025-11-26,Missing features,133
CUST-0900,2025-05-22,2025-05,Europe,Pro,Organic Search,49,8,0,74,Yes,No,No,,,392
CUST-0901,2025-10-07,2025-10,North America,Pro,Paid Ads,49,3,1,71,No,Yes,No,,,147
CUST-0902,2025-07-04,2025-07,Europe,Enterprise,Social Media,149,5,1,94,No,No,Yes,2025-11-27,Missing features,745
CUST-0903,2025-08-07,2025-08,Europe,Basic,Organic Search,19,3,0,47,No,Yes,Yes,2025-10-09,Switched competitor,57
CUST-0904,2025-06-17,2025-06,Europe,Pro,Referral,49,7,0,46,No,No,No,,,343
CUST-0905,2025-04-08,2025-04,Middle East,Pro,Paid Ads,49,3,1,87,No,No,Yes,2025-06-12,Missing features,147
CUST-0906,2025-08-21,2025-08,Middle East,Pro,Social Media,49,3,1,69,No,Yes,Yes,2025-10-18,Low product usage,147
CUST-0907,2025-03-19,2025-03,North America,Basic,Referral,19,10,1,72,No,No,Yes,2025-12-18,Switched competitor,190
CUST-0908,2025-01-21,2025-01,Europe,Pro,Partner,49,12,1,81,No,No,No,,,588
CUST-0909,2025-04-17,2025-04,Europe,Basic,Paid Ads,19,9,2,71,No,Yes,No,,,171
CUST-0910,2025-06-12,2025-06,North America,Basic,Organic Search,19,2,0,54,No,No,Yes,2025-07-13,Payment issue,38
CUST-0911,2025-07-24,2025-07,North America,Enterprise,Paid Ads,149,6,1,82,No,No,Yes,2025-12-31,Poor support experience,894
CUST-0912,2025-06-15,2025-06,Asia-Pacific,Basic,Organic Search,19,2,3,56,Yes,No,Yes,2025-07-19,Payment issue,38
CUST-0913,2025-12-05,2025-12,Middle East,Basic,Social Media,19,1,1,60,No,Yes,No,,,19
CUST-0914,2025-12-09,2025-12,Asia-Pacific,Basic,Organic Search,19,1,2,72,No,No,No,,,19
CUST-0915,2025-05-16,2025-05,North America,Pro,Organic Search,49,8,3,71,No,Yes,No,,,392
CUST-0916,2025-08-03,2025-08,North America,Enterprise,Paid Ads,149,5,3,72,No,No,No,,,745
CUST-0917,2025-03-07,2025-03,Europe,Basic,Partner,19,10,1,47,No,No,No,,,190
CUST-0918,2025-05-08,2025-05,North America,Basic,Referral,19,8,0,97,No,No,No,,,152
CUST-0919,2025-01-18,2025-01,Middle East,Pro,Referral,49,5,2,19,Yes,No,Yes,2025-05-20,Low product usage,245
CUST-0920,2025-06-26,2025-06,Asia-Pacific,Basic,Partner,19,7,0,86,No,No,No,,,133
CUST-0921,2025-06-24,2025-06,Europe,Pro,Paid Ads,49,2,0,45,No,No,Yes,2025-07-24,Low product usage,98
CUST-0922,2025-01-14,2025-01,North America,Enterprise,Organic Search,149,12,0,78,No,No,No,,,1788
CUST-0923,2025-04-24,2025-04,North America,Pro,Social Media,49,2,0,62,No,No,Yes,2025-05-27,Low product usage,98
CUST-0924,2025-04-28,2025-04,Asia-Pacific,Pro,Organic Search,49,9,2,90,No,No,Yes,2025-12-25,Low product usage,441
CUST-0925,2025-09-25,2025-09,Asia-Pacific,Enterprise,Paid Ads,149,4,3,100,Yes,No,No,,,596
CUST-0926,2025-02-04,2025-02,Europe,Basic,Organic Search,19,8,3,27,No,No,Yes,2025-09-01,Price too high,152
CUST-0927,2025-07-25,2025-07,Middle East,Basic,Partner,19,2,3,70,No,No,Yes,2025-08-20,Missing features,38
CUST-0928,2025-09-26,2025-09,Middle East,Basic,Paid Ads,19,3,1,42,Yes,No,Yes,2025-11-25,Payment issue,57
CUST-0929,2025-01-21,2025-01,Asia-Pacific,Basic,Organic Search,19,12,0,59,No,No,No,,,228
CUST-0930,2025-08-04,2025-08,North America,Basic,Social Media,19,5,3,30,No,No,Yes,2025-12-31,Low product usage,95
CUST-0931,2025-09-11,2025-09,Europe,Basic,Organic Search,19,4,4,54,No,No,No,,,76
CUST-0932,2025-01-22,2025-01,Europe,Pro,Social Media,49,12,3,61,No,No,No,,,588
CUST-0933,2025-11-18,2025-11,Europe,Pro,Partner,49,2,1,79,No,No,No,,,98
CUST-0934,2025-01-15,2025-01,Asia-Pacific,Pro,Organic Search,49,3,2,52,No,No,Yes,2025-03-18,Poor support experience,147
CUST-0935,2025-11-22,2025-11,Middle East,Basic,Organic Search,19,2,2,32,No,No,No,,,38
CUST-0936,2025-09-13,2025-09,North America,Pro,Referral,49,2,1,33,No,No,Yes,2025-10-09,Missing features,98
CUST-0937,2025-06-10,2025-06,Middle East,Pro,Social Media,49,6,2,100,No,No,Yes,2025-11-05,Missing features,294
CUST-0938,2025-09-17,2025-09,Europe,Pro,Social Media,49,4,0,63,No,No,No,,,196
CUST-0939,2025-05-15,2025-05,North America,Basic,Paid Ads,19,8,3,68,No,No,No,,,152
CUST-0940,2025-03-21,2025-03,North America,Pro,Paid Ads,49,4,3,23,No,No,Yes,2025-06-17,Switched competitor,196
CUST-0941,2025-11-10,2025-11,Europe,Basic,Paid Ads,19,2,3,54,No,No,No,,,38
CUST-0942,2025-07-18,2025-07,Middle East,Pro,Partner,49,6,2,54,No,No,No,,,294
CUST-0943,2025-12-26,2025-12,Europe,Basic,Organic Search,19,1,4,51,No,No,No,,,19
CUST-0944,2025-11-06,2025-11,North America,Basic,Referral,19,2,4,50,No,No,No,,,38
CUST-0945,2025-08-13,2025-08,Europe,Basic,Partner,19,5,2,75,No,Yes,Yes,2025-12-31,Missing features,95
CUST-0946,2025-01-15,2025-01,Europe,Pro,Referral,49,12,5,49,No,No,Yes,2025-12-15,Price too high,588
CUST-0947,2025-07-03,2025-07,Middle East,Pro,Organic Search,49,6,3,75,No,No,Yes,2025-12-02,Poor support experience,294
CUST-0948,2025-06-19,2025-06,Asia-Pacific,Basic,Referral,19,2,3,49,No,No,Yes,2025-07-19,Price too high,38
CUST-0949,2025-06-09,2025-06,Middle East,Basic,Social Media,19,7,1,55,No,Yes,Yes,2025-12-10,Price too high,133
CUST-0950,2025-10-13,2025-10,Europe,Basic,Organic Search,19,2,3,49,Yes,No,Yes,2025-11-16,Payment issue,38
CUST-0951,2025-02-05,2025-02,North America,Enterprise,Referral,149,10,1,87,No,No,Yes,2025-11-27,Switched competitor,1490
CUST-0952,2025-03-03,2025-03,North America,Pro,Organic Search,49,10,1,77,No,No,No,,,490
